example_id                                                     | status | run_time        |
./spec/models/customer_spec.rb[1:3:2:3]                        | passed | 0.00175 seconds |
./spec/models/customer_spec.rb[1:3:3:1]                        | passed | 0.00284 seconds |
./spec/models/customer_spec.rb[1:4:1:1]                        | passed | 0.00313 seconds |
./spec/models/customer_spec.rb[1:4:2:1]                        | passed | 0.00313 seconds |
./spec/models/customer_spec.rb[1:4:2:2]                        | passed | 0.00296 seconds |
./spec/models/customer_spec.rb[1:4:3:1]                        | passed | 0.0024 seconds  |
./spec/models/customer_spec.rb[1:4:3:2]                        | passed | 0.00138 seconds |
./spec/models/customer_spec.rb[1:4:3:3]                        | passed | 0.00132 seconds |
./spec/models/customer_spec.rb[1:5:1:1]                        | passed | 0.00407 seconds |
./spec/models/customer_spec.rb[1:5:1:2]                        | passed | 0.0029 seconds  |
./spec/models/customer_spec.rb[1:5:2:1]                        | passed | 0.00305 seconds |
./spec/models/customer_spec.rb[1:5:2:2]                        | passed | 0.00168 seconds |
./spec/models/fulfillment_service_spec.rb[1:1:1]               | passed | 0.00054 seconds |
./spec/models/fulfillment_service_spec.rb[1:1:2]               | passed | 0.0005 seconds  |
./spec/models/fulfillment_service_spec.rb[1:2:1:1]             | passed | 0.00056 seconds |
./spec/models/fulfillment_service_spec.rb[1:2:1:2]             | passed | 0.00122 seconds |
./spec/models/fulfillment_service_spec.rb[1:2:1:3]             | passed | 0.00155 seconds |
./spec/models/fulfillment_service_spec.rb[1:3:1]               | passed | 0.00096 seconds |
./spec/models/fulfillment_service_spec.rb[1:3:2:1]             | passed | 0.00159 seconds |
./spec/models/fulfillment_service_spec.rb[1:3:2:2]             | passed | 0.00226 seconds |
./spec/models/fulfillment_service_spec.rb[1:4:1:1]             | passed | 0.00194 seconds |
./spec/models/fulfillment_service_spec.rb[1:4:2:1]             | passed | 0.00186 seconds |
./spec/models/fulfillment_service_spec.rb[1:5:1:1]             | passed | 0.0016 seconds  |
./spec/models/fulfillment_service_spec.rb[1:5:2:1]             | passed | 0.00225 seconds |
./spec/models/fulfillment_service_spec.rb[1:5:3:1]             | passed | 0.00219 seconds |
./spec/models/fulfillment_service_spec.rb[1:5:3:2]             | passed | 0.00114 seconds |
./spec/models/fulfillment_spec.rb[1:1:1]                       | passed | 0.00062 seconds |
./spec/models/fulfillment_spec.rb[1:1:2]                       | passed | 0.00076 seconds |
./spec/models/fulfillment_spec.rb[1:1:3]                       | passed | 0.00048 seconds |
./spec/models/fulfillment_spec.rb[1:2:1]                       | passed | 0.00019 seconds |
./spec/models/fulfillment_spec.rb[1:3:1:1]                     | passed | 0.00049 seconds |
./spec/models/fulfillment_spec.rb[1:3:1:2]                     | passed | 0.00077 seconds |
./spec/models/fulfillment_spec.rb[1:3:1:3]                     | passed | 0.00175 seconds |
./spec/models/fulfillment_spec.rb[1:3:2:1]                     | passed | 0.00044 seconds |
./spec/models/fulfillment_spec.rb[1:3:2:2]                     | passed | 0.00224 seconds |
./spec/models/fulfillment_spec.rb[1:4:1]                       | passed | 0.00134 seconds |
./spec/models/fulfillment_spec.rb[1:4:2:1]                     | passed | 0.00528 seconds |
./spec/models/fulfillment_spec.rb[1:4:2:2]                     | passed | 0.00327 seconds |
./spec/models/fulfillment_spec.rb[1:4:3:1]                     | passed | 0.0013 seconds  |
./spec/models/fulfillment_spec.rb[1:5:1:1]                     | passed | 0.00332 seconds |
./spec/models/fulfillment_spec.rb[1:5:2:1]                     | passed | 0.00282 seconds |
